Probe;Cycle;GPSDate;moving_average(Speed);moving_average(EngineSpeed);moving_average(Torque);moving_average(FuelRate)
100001.0;9.0;1.210743419E12;28.3;1900.8;22.3;13.48
100001.0;9.0;1.210743421E12;30.9;1936.0;22.8;14.719999999999999
100001.0;9.0;1.210743423E12;33.1;1987.2;22.4;12.08
100001.0;9.0;1.210743425E12;33.9;1920.0;22.3;12.08
100001.0;9.0;1.210743427E12;32.3;1811.2;20.6;8.4
100001.0;9.0;1.210743429E12;28.0;1641.6;20.2;8.8
100001.0;9.0;1.210743432E12;23.5;1494.4;19.3;8.8
100001.0;9.0;1.210743434E12;20.8;1468.8;19.8;12.76
100001.0;9.0;1.210743436E12;20.4;1462.4;20.5;16.72
100001.0;9.0;1.210743438E12;21.3;1536.0;21.3;20.080000000000002
100001.0;9.0;1.21074344E12;22.3;1504.0;21.8;18.919999999999998
100001.0;9.0;1.210743442E12;21.3;1459.2;21.2;16.720000000000002
100001.0;9.0;1.210743444E12;20.0;1408.0;21.5;18.76
100001.0;9.0;1.210743446E12;19.4;1388.8;21.0;18.76
100001.0;9.0;1.210743448E12;20.3;1449.6;21.9;18.32
100001.0;9.0;1.21074345E12;22.7;1523.2;22.3;18.839999999999996
100001.0;9.0;1.210743452E12;25.5;1587.2;22.5;18.839999999999996
100001.0;9.0;1.210743454E12;27.0;1571.2;21.5;15.799999999999997
100001.0;9.0;1.210743456E12;26.3;1494.4;20.0;11.92
100001.0;9.0;1.210743458E12;23.9;1305.6;19.9;8.6
100001.0;9.0;1.21074346E12;20.2;1200.0;18.9;9.040000000000001
100001.0;9.0;1.210743461E12;18.2;1164.8;18.1;7.600000000000001
100001.0;9.0;1.210743463E12;15.7;1104.0;16.8;4.319999999999999
100001.0;9.0;1.210743465E12;12.5;1014.4;16.4;4.72
100001.0;9.0;1.210743467E12;9.4;931.2;15.5;5.119999999999999
100001.0;9.0;1.210743469E12;6.5;854.4;15.1;4.6
100001.0;9.0;1.210743471E12;3.7;787.2;14.9;4.999999999999999
100001.0;9.0;1.210743473E12;1.8;771.2;14.8;4.4799999999999995
100001.0;9.0;1.210743475E12;0.8;768.0;14.8;4.4799999999999995
100001.0;9.0;1.210743477E12;0.0;777.6;13.9;4.12
100001.0;9.0;1.210743479E12;0.0;774.4;14.0;4.08
100001.0;9.0;1.210743482E12;0.0;774.4;14.0;4.04
100001.0;9.0;1.210743484E12;0.0;774.4;14.0;4.0
100001.0;9.0;1.210743486E12;0.0;774.4;14.8;3.6
100001.0;9.0;1.210743488E12;0.0;771.2;15.3;4.12
100001.0;9.0;1.21074349E12;0.3;777.6;15.2;4.28
100001.0;9.0;1.210743492E12;0.7;777.6;15.5;4.5600000000000005
100001.0;9.0;1.210743494E12;1.8;899.2;16.0;4.159999999999999
100001.0;9.0;1.210743496E12;3.3;956.8;17.3;7.2
100001.0;9.0;1.210743498E12;5.6;1059.2;18.1;7.24
100001.0;9.0;1.2107435E12;7.9;1161.6;18.9;6.840000000000001
100001.0;9.0;1.210743503E12;10.1;1260.8;19.0;7.160000000000001
100001.0;9.0;1.210743505E12;12.2;1344.0;19.2;7.2
100001.0;9.0;1.210743507E12;14.2;1414.4;19.3;7.2
100001.0;9.0;1.210743509E12;16.0;1484.8;19.2;6.279999999999999
100001.0;9.0;1.210743511E12;16.9;1491.2;19.2;5.88
100001.0;9.0;1.210743513E12;17.5;1491.2;18.9;5.6
100001.0;9.0;1.210743515E12;16.4;1372.8;18.4;6.0
100001.0;9.0;1.210743517E12;14.9;1315.2;17.1;2.96
100001.0;9.0;1.210743519E12;12.6;1216.0;16.3;2.9200000000000004
100001.0;9.0;1.210743521E12;10.3;1113.6;15.5;3.3200000000000003
100001.0;9.0;1.210743522E12;8.1;1014.4;15.4;3.0
100001.0;9.0;1.210743524E12;6.0;931.2;15.2;2.96
100001.0;9.0;1.210743526E12;4.0;857.6;14.3;3.3600000000000003
100001.0;9.0;1.210743528E12;2.2;790.4;13.9;3.7600000000000002
100001.0;9.0;1.21074353E12;1.0;777.6;14.0;4.0
100001.0;9.0;1.210743532E12;0.0;780.8;14.0;4.0
100001.0;9.0;1.210743534E12;0.0;780.8;14.0;4.0
100001.0;9.0;1.210743536E12;0.0;780.8;14.0;4.0
100001.0;9.0;1.210743538E12;0.0;780.8;14.0;4.0
100001.0;9.0;1.21074354E12;0.0;780.8;14.0;4.0
100001.0;9.0;1.210743542E12;0.0;784.0;14.0;4.0
100001.0;9.0;1.210743544E12;0.0;784.0;14.0;4.0
100001.0;9.0;1.210743546E12;0.0;784.0;14.0;4.0
100001.0;9.0;1.210743548E12;0.0;787.2;14.0;4.0
100001.0;9.0;1.21074355E12;0.0;790.4;14.0;4.0
100001.0;9.0;1.210743553E12;0.0;803.2;15.0;4.08
100001.0;9.0;1.210743555E12;0.0;793.6;15.3;4.88
100001.0;9.0;1.210743557E12;0.3;816.0;16.2;6.840000000000001
100001.0;9.0;1.210743559E12;0.6;822.4;16.8;8.84
100001.0;9.0;1.210743561E12;1.5;908.8;17.7;8.440000000000001
100001.0;9.0;1.210743563E12;2.8;937.6;17.8;8.64
100001.0;9.0;1.210743565E12;4.1;963.2;18.0;9.92
100001.0;9.0;1.210743567E12;5.9;1030.4;18.2;10.56
100001.0;9.0;1.210743569E12;7.8;1107.2;18.3;10.8
100001.0;9.0;1.210743571E12;10.1;1209.6;18.5;11.280000000000001
100001.0;9.0;1.210743573E12;12.4;1305.6;17.7;11.879999999999999
100001.0;9.0;1.210743575E12;14.9;1430.4;17.4;10.920000000000002
100001.0;9.0;1.210743577E12;17.0;1520.0;17.4;8.639999999999999
100001.0;9.0;1.210743579E12;18.6;1584.0;17.5;6.24
100001.0;9.0;1.210743581E12;19.2;1500.8;16.6;6.5200000000000005
100001.0;9.0;1.210743582E12;18.6;1472.0;16.5;6.319999999999999
100001.0;9.0;1.210743584E12;17.3;1443.2;16.3;5.08
100001.0;9.0;1.210743586E12;15.5;1379.2;16.1;4.4399999999999995
100001.0;9.0;1.210743588E12;13.6;1302.4;16.0;4.2
100001.0;9.0;1.21074359E12;11.3;1196.8;15.8;3.72
100001.0;9.0;1.210743592E12;9.0;1088.0;15.6;3.04
100001.0;9.0;1.210743594E12;6.5;972.8;15.6;3.2
100001.0;9.0;1.210743596E12;4.1;864.0;14.7;3.5200000000000005
100001.0;9.0;1.210743598E12;2.2;793.6;14.0;3.9200000000000004
100001.0;9.0;1.2107436E12;0.7;793.6;14.0;4.04
100001.0;9.0;1.210743602E12;0.0;793.6;14.0;4.04
100001.0;9.0;1.210743604E12;0.0;793.6;14.0;4.0
100001.0;9.0;1.210743606E12;0.0;793.6;14.0;4.0
100001.0;9.0;1.210743608E12;0.0;790.4;14.0;4.12
100001.0;9.0;1.21074361E12;0.0;790.4;14.0;4.44
100001.0;9.0;1.210743613E12;0.2;790.4;14.0;4.48
100001.0;9.0;1.210743615E12;0.4;784.0;14.1;4.72
100001.0;9.0;1.210743617E12;0.6;784.0;14.1;4.76
100001.0;9.0;1.210743619E12;0.8;784.0;14.1;4.799999999999999
100001.0;9.0;1.210743621E12;0.8;784.0;14.1;4.839999999999999
100001.0;9.0;1.210743623E12;1.2;796.8;14.6;6.479999999999999
100001.0;9.0;1.210743625E12;2.4;841.6;15.8;10.0
100001.0;9.0;1.210743627E12;5.0;995.2;18.2;12.959999999999999
100001.0;9.0;1.210743629E12;8.2;1171.2;19.0;12.440000000000001
100001.0;9.0;1.210743631E12;11.1;1318.4;19.8;11.719999999999999
100001.0;9.0;1.210743633E12;13.5;1440.0;20.7;11.280000000000001
100001.0;9.0;1.210743635E12;15.4;1520.0;21.3;10.64
100001.0;9.0;1.210743637E12;16.4;1532.8;21.2;10.36
100001.0;9.0;1.210743639E12;17.5;1552.0;21.1;9.959999999999999
100001.0;9.0;1.210743641E12;18.6;1558.4;21.1;10.08
100001.0;9.0;1.210743642E12;18.3;1548.8;20.6;8.4
100001.0;9.0;1.210743644E12;17.1;1504.0;19.4;4.880000000000001
100001.0;9.0;1.210743646E12;14.5;1347.2;17.0;1.92
100001.0;9.0;1.210743648E12;11.3;1171.2;16.2;2.32
100001.0;9.0;1.21074365E12;8.4;1027.2;15.4;2.7199999999999998
100001.0;9.0;1.210743652E12;5.8;905.6;14.5;3.12
100001.0;9.0;1.210743654E12;3.7;828.8;13.8;3.5200000000000005
100001.0;9.0;1.210743656E12;2.5;828.8;14.5;4.840000000000001
100001.0;9.0;1.210743658E12;1.4;809.6;15.7;4.88
100001.0;9.0;1.21074366E12;0.8;806.4;15.7;4.5200000000000005
100001.0;9.0;1.210743662E12;1.1;803.2;15.7;4.6
100001.0;9.0;1.210743664E12;1.3;806.4;15.7;4.639999999999999
100001.0;9.0;1.210743666E12;1.3;806.4;15.7;4.68
100001.0;9.0;1.210743668E12;1.3;809.6;15.7;4.68
100001.0;9.0;1.21074367E12;1.3;809.6;15.7;4.68
100001.0;9.0;1.210743673E12;1.3;809.6;15.7;4.68
100001.0;9.0;1.210743675E12;1.3;809.6;15.7;4.72
100001.0;9.0;1.210743677E12;1.3;796.8;15.1;3.6799999999999997
100001.0;9.0;1.210743679E12;1.1;793.6;14.0;4.04
100001.0;9.0;1.210743681E12;0.6;790.4;14.0;4.279999999999999
100001.0;9.0;1.210743683E12;0.2;790.4;14.0;4.279999999999999
100001.0;9.0;1.210743685E12;0.0;790.4;14.0;4.279999999999999
100001.0;9.0;1.210743687E12;0.0;790.4;14.0;4.279999999999999
100001.0;9.0;1.210743689E12;0.0;790.4;14.0;4.319999999999999
100001.0;9.0;1.210743691E12;0.0;790.4;14.0;4.359999999999999
100001.0;9.0;1.210743693E12;0.0;787.2;14.0;4.3999999999999995
100001.0;9.0;1.210743695E12;0.0;790.4;14.0;4.3999999999999995
100001.0;9.0;1.210743697E12;0.0;780.8;14.8;4.4399999999999995
100001.0;9.0;1.210743699E12;0.4;784.0;15.1;5.3199999999999985
100001.0;9.0;1.210743701E12;1.2;825.6;15.1;6.76
100001.0;9.0;1.210743702E12;2.7;873.6;16.2;8.36
100001.0;9.0;1.210743708E12;4.9;966.4;17.0;9.279999999999998
100001.0;9.0;1.210743714E12;7.2;1068.8;17.9;10.6
100001.0;9.0;1.21074372E12;9.5;1168.0;18.8;10.16
100001.0;9.0;1.210743726E12;11.2;1212.8;18.8;9.719999999999999
100001.0;9.0;1.210743733E12;12.0;1212.8;18.8;9.680000000000001
100001.0;9.0;1.210743739E12;12.2;1209.6;18.8;9.64
100001.0;9.0;1.210743745E12;12.2;1219.2;18.0;9.6
100001.0;9.0;1.210743751E12;11.8;1219.2;17.7;8.720000000000002
100001.0;9.0;1.210743757E12;11.0;1174.4;17.7;7.280000000000001
100001.0;9.0;1.210743764E12;9.5;1123.2;16.6;5.68
100001.0;9.0;1.21074377E12;7.3;1030.4;15.8;4.76
100001.0;9.0;1.210743776E12;5.0;928.0;14.9;3.44
100001.0;9.0;1.210743782E12;2.7;825.6;14.0;3.88
100001.0;9.0;1.210743788E12;1.0;777.6;14.0;4.319999999999999
100001.0;9.0;1.210743795E12;0.2;777.6;14.0;4.359999999999999
100001.0;9.0;1.210743801E12;0.0;777.6;14.0;4.3999999999999995
100001.0;9.0;1.210743807E12;0.0;774.4;14.0;4.3999999999999995
100001.0;9.0;1.210743813E12;0.0;771.2;14.0;4.3999999999999995
100001.0;9.0;1.210743819E12;0.0;771.2;14.0;4.3999999999999995
100001.0;9.0;1.210743826E12;0.0;771.2;14.0;4.3999999999999995
100001.0;9.0;1.210743832E12;0.0;768.0;14.0;4.3999999999999995
100001.0;9.0;1.210743838E12;0.0;771.2;14.0;4.3999999999999995
100001.0;9.0;1.210743844E12;0.0;771.2;14.0;4.3999999999999995
100001.0;9.0;1.21074385E12;0.0;774.4;14.0;4.3999999999999995
100001.0;9.0;1.210743857E12;0.0;777.6;14.0;4.3999999999999995
100001.0;9.0;1.210743863E12;0.0;780.8;14.0;4.3999999999999995
100001.0;9.0;1.210743869E12;0.0;784.0;14.0;4.3999999999999995
100001.0;9.0;1.210743875E12;0.0;787.2;14.0;4.3999999999999995
100001.0;9.0;1.210743881E12;0.0;790.4;14.7;3.9599999999999995
100001.0;9.0;1.210743882E12;4.6;873.6;15.2;4.52
100001.0;9.0;1.210743884E12;9.2;956.8;15.7;5.68
100001.0;9.0;1.210743886E12;13.9;1040.0;15.9;6.12
100001.0;9.0;1.210743888E12;18.5;1129.6;16.5;8.0
100001.0;9.0;1.21074389E12;23.2;1216.0;16.7;8.88
100001.0;9.0;1.210743892E12;27.9;1299.2;17.5;8.760000000000002
100001.0;9.0;1.210743894E12;32.5;1379.2;17.6;8.84
100001.0;9.0;1.210743896E12;37.0;1456.0;17.8;8.920000000000002
100001.0;9.0;1.210743898E12;41.4;1526.4;18.7;8.48
100001.0;9.0;1.2107439E12;45.3;1580.8;17.9;8.48
100001.0;9.0;1.210743902E12;43.9;1532.8;17.3;7.480000000000001
100001.0;9.0;1.210743904E12;42.3;1478.4;16.8;5.920000000000001
100001.0;9.0;1.210743906E12;40.5;1414.4;16.6;5.040000000000001
100001.0;9.0;1.210743908E12;38.6;1344.0;16.0;2.7599999999999993
100001.0;9.0;1.21074391E12;36.5;1267.2;15.8;1.4800000000000002
100001.0;9.0;1.210743913E12;34.2;1187.2;14.9;1.28
100001.0;9.0;1.210743915E12;31.8;1104.0;14.8;1.0400000000000003
100001.0;9.0;1.210743917E12;29.0;1024.0;15.2;1.08
100001.0;9.0;1.210743919E12;25.2;950.4;14.3;1.52
100001.0;9.0;1.210743921E12;21.3;896.0;14.4;1.9200000000000004
100001.0;9.0;1.210743923E12;18.1;864.0;14.5;2.3200000000000003
100001.0;9.0;1.210743925E12;15.1;835.2;14.5;2.6799999999999997
100001.0;9.0;1.210743927E12;12.2;812.8;14.5;3.0799999999999996
100001.0;9.0;1.210743929E12;9.5;796.8;14.5;3.44
100001.0;9.0;1.210743931E12;6.9;784.0;14.5;3.8
100001.0;9.0;1.210743933E12;4.5;777.6;14.6;4.08
100001.0;9.0;1.210743935E12;2.3;780.8;14.6;4.2
100001.0;9.0;1.210743937E12;0.6;784.0;14.0;4.04
100001.0;9.0;1.210743939E12;0.0;774.4;14.9;5.12
100001.0;9.0;1.210743941E12;1.0;899.2;16.4;4.720000000000001
100001.0;9.0;1.210743942E12;2.9;979.2;17.1;4.4
100001.0;9.0;1.210743944E12;5.2;1100.8;18.4;6.279999999999999
100001.0;9.0;1.210743946E12;8.4;1286.4;19.0;5.959999999999999
100001.0;9.0;1.210743948E12;11.9;1392.0;19.9;7.4399999999999995
100001.0;9.0;1.21074395E12;15.6;1507.2;20.0;7.959999999999999
100001.0;9.0;1.210743952E12;19.3;1619.2;20.9;7.56
100001.0;9.0;1.210743954E12;22.9;1728.0;21.0;7.159999999999999
100001.0;9.0;1.210743956E12;26.4;1827.2;22.0;8.719999999999999
100001.0;9.0;1.210743958E12;30.2;1964.8;22.1;10.120000000000001
100001.0;9.0;1.21074396E12;33.9;2006.4;21.6;12.48
100001.0;9.0;1.210743962E12;36.9;2096.0;21.7;12.400000000000002
100001.0;9.0;1.210743964E12;38.4;2080.0;21.3;10.120000000000001
100001.0;9.0;1.210743966E12;37.4;1923.2;20.6;10.2
100001.0;9.0;1.210743968E12;35.2;1814.4;19.7;8.719999999999999
100001.0;9.0;1.21074397E12;31.8;1699.2;19.6;8.2
100001.0;9.0;1.210743973E12;28.1;1590.4;18.7;8.6
100001.0;9.0;1.210743975E12;24.5;1481.6;18.6;10.4
100001.0;9.0;1.210743977E12;21.0;1388.8;18.0;10.64
100001.0;9.0;1.210743979E12;18.5;1382.4;17.9;7.720000000000001
100001.0;9.0;1.210743981E12;15.1;1235.2;17.8;8.8
100001.0;9.0;1.210743983E12;12.3;1168.0;18.7;9.68
100001.0;9.0;1.210743985E12;11.1;1187.2;18.7;9.68
100001.0;9.0;1.210743987E12;11.0;1248.0;19.7;9.52
100001.0;9.0;1.210743989E12;11.6;1315.2;20.0;10.72
100001.0;9.0;1.210743991E12;13.5;1414.4;20.9;10.32
100001.0;9.0;1.210743993E12;16.0;1545.6;21.9;9.92
100001.0;9.0;1.210743995E12;18.4;1638.4;22.8;8.120000000000001
100001.0;9.0;1.210743997E12;19.6;1638.4;22.4;6.32
100001.0;9.0;1.210743999E12;19.3;1529.6;21.7;6.36
100001.0;9.0;1.210744001E12;19.2;1532.8;21.7;5.32
100001.0;9.0;1.210744002E12;18.6;1472.0;19.9;4.4399999999999995
100001.0;9.0;1.210744004E12;17.3;1369.6;18.9;4.5600000000000005
100001.0;9.0;1.210744006E12;16.2;1283.2;18.1;5.24
100001.0;9.0;1.210744008E12;15.1;1222.4;17.8;4.119999999999999
100001.0;9.0;1.21074401E12;13.7;1123.2;17.0;4.76
100001.0;9.0;1.210744012E12;11.9;992.0;16.0;5.159999999999999
100001.0;9.0;1.210744014E12;10.0;899.2;15.1;5.56
100001.0;9.0;1.210744016E12;9.2;889.6;15.8;5.159999999999999
100001.0;9.0;1.210744018E12;8.6;880.0;15.6;5.92
100001.0;9.0;1.21074402E12;7.9;857.6;14.7;4.0
100001.0;9.0;1.210744022E12;6.8;812.8;14.8;4.4
100001.0;9.0;1.210744024E12;5.7;790.4;15.0;5.08
100001.0;9.0;1.210744026E12;5.2;793.6;14.9;4.92
100001.0;9.0;1.210744028E12;4.9;787.2;14.9;4.880000000000001
100001.0;9.0;1.21074403E12;4.4;793.6;14.8;4.6
100001.0;9.0;1.210744033E12;4.0;793.6;14.8;4.6
100001.0;9.0;1.210744035E12;3.5;793.6;14.8;4.6
100001.0;9.0;1.210744037E12;3.1;896.0;15.1;4.6
100001.0;9.0;1.210744039E12;2.9;892.8;15.1;4.16
100001.0;9.0;1.210744041E12;2.6;883.2;15.6;5.4
100001.0;9.0;1.210744043E12;3.0;931.2;16.1;5.0
100001.0;9.0;1.210744045E12;3.9;937.6;15.9;5.0
100001.0;9.0;1.210744047E12;4.5;944.0;16.0;6.119999999999999
100001.0;9.0;1.210744049E12;5.4;988.8;16.3;6.8
100001.0;9.0;1.210744051E12;6.9;1049.6;16.4;7.4399999999999995
100001.0;9.0;1.210744053E12;8.4;1116.8;16.5;7.76
100001.0;9.0;1.210744055E12;10.2;1177.6;16.5;7.360000000000001
100001.0;9.0;1.210744057E12;11.7;1113.6;15.5;7.360000000000001
100001.0;9.0;1.210744059E12;12.8;1142.4;15.6;7.92
100001.0;9.0;1.210744061E12;14.1;1200.0;16.0;8.8
100001.0;9.0;1.210744062E12;15.7;1283.2;16.9;12.84
100001.0;9.0;1.210744064E12;18.4;1491.2;18.2;17.160000000000004
100001.0;9.0;1.210744066E12;21.8;1635.2;18.9;15.52
100001.0;9.0;1.210744068E12;24.6;1728.0;19.4;14.4
100001.0;9.0;1.21074407E12;26.7;1785.6;20.2;13.4
100001.0;9.0;1.210744072E12;28.4;1811.2;21.0;12.68
100001.0;9.0;1.210744074E12;28.9;1776.0;21.0;13.16
100001.0;9.0;1.210744076E12;28.2;1740.8;21.0;13.559999999999999
100001.0;9.0;1.210744078E12;27.3;1712.0;20.9;13.040000000000001
100001.0;9.0;1.21074408E12;25.8;1664.0;20.0;10.84
100001.0;9.0;1.210744082E12;23.4;1536.0;18.6;7.2
100001.0;9.0;1.210744084E12;19.6;1331.2;17.7;3.4799999999999995
100001.0;9.0;1.210744086E12;16.0;1196.8;16.8;3.6399999999999997
100001.0;9.0;1.210744088E12;12.4;1107.2;17.2;7.279999999999999
100001.0;9.0;1.21074409E12;10.0;1020.8;16.6;7.359999999999999
100001.0;9.0;1.210744093E12;8.6;1033.6;17.5;11.4
100001.0;9.0;1.210744095E12;9.2;1088.0;18.9;14.76
100001.0;9.0;1.210744097E12;12.0;1200.0;19.3;14.559999999999999
100001.0;9.0;1.210744099E12;15.1;1299.2;20.2;14.16
100001.0;9.0;1.210744101E12;17.8;1347.2;20.3;13.76
100001.0;9.0;1.210744103E12;20.0;1385.6;21.5;17.52
100001.0;9.0;1.210744105E12;23.0;1462.4;22.9;20.16
100001.0;9.0;1.210744107E12;26.0;1574.4;23.9;21.16
100001.0;9.0;1.210744109E12;29.6;1664.0;23.5;17.52
100001.0;9.0;1.210744111E12;31.9;1728.0;24.2;17.44
100001.0;9.0;1.210744113E12;32.6;1753.6;23.3;13.4
100001.0;9.0;1.210744115E12;31.5;1740.8;22.7;11.44
100001.0;9.0;1.210744117E12;30.1;1721.6;23.1;11.719999999999999
100001.0;9.0;1.210744119E12;28.8;1712.0;23.0;12.399999999999999
100001.0;9.0;1.210744121E12;28.7;1804.8;24.2;12.399999999999999
100001.0;9.0;1.210744122E12;29.9;1872.0;24.3;8.48
100001.0;9.0;1.210744124E12;30.6;1897.6;23.5;4.4399999999999995
100001.0;9.0;1.210744126E12;29.2;1785.6;22.6;3.2800000000000002
100001.0;9.0;1.210744128E12;25.9;1641.6;21.9;4.680000000000001
100001.0;9.0;1.21074413E12;22.1;1542.4;21.8;5.12
100001.0;9.0;1.210744132E12;19.3;1411.2;21.8;7.640000000000001
100001.0;9.0;1.210744134E12;17.6;1350.4;22.0;7.0
100001.0;9.0;1.210744136E12;16.6;1334.4;22.4;8.2
100001.0;9.0;1.210744139E12;15.9;1283.2;21.5;7.5200000000000005
100001.0;9.0;1.210744141E12;14.3;1145.6;21.1;7.960000000000001
100001.0;9.0;1.210744143E12;11.9;1052.8;20.2;10.440000000000001
100001.0;9.0;1.210744145E12;10.2;1040.0;21.0;13.2
100001.0;9.0;1.210744147E12;10.4;1148.8;21.9;13.2
100001.0;9.0;1.210744149E12;11.5;1228.8;22.6;11.8
100001.0;9.0;1.210744151E12;12.6;1225.6;21.7;11.639999999999999
100001.0;9.0;1.210744154E12;12.9;1225.6;21.7;9.52
100001.0;9.0;1.210744156E12;12.8;1216.0;21.6;8.72
100001.0;9.0;1.210744158E12;11.6;1120.0;22.6;10.92
100001.0;9.0;1.21074416E12;10.1;1004.8;21.9;10.92
100001.0;9.0;1.210744162E12;9.1;921.6;19.6;10.48
100001.0;9.0;1.210744164E12;8.1;828.8;17.8;7.76
100001.0;9.0;1.210744166E12;6.1;652.8;14.7;5.0
100001.0;9.0;1.210744169E12;3.4;444.8;12.4;5.0
100001.0;9.0;1.210744171E12;1.4;294.4;10.2;5.0
100001.0;9.0;1.210744173E12;0.3;217.6;8.8;4.72
100001.0;9.0;1.210744175E12;0.0;137.6;6.5;4.319999999999999
100001.0;9.0;1.210744177E12;0.0;60.8;4.2;3.88
100001.0;9.0;1.210744179E12;0.0;0.0;0.6;0.0
100001.0;9.0;1.210744181E12;0.0;0.0;0.0;0.0
100001.0;10.0;1.210744413E12;0.0;86.4;1.6;0.5599999999999999
100001.0;10.0;1.210744415E12;0.2;160.0;3.2;1.64
100001.0;10.0;1.210744417E12;0.7;249.6;4.6;2.88
100001.0;10.0;1.210744419E12;1.7;416.0;6.1;3.6
100001.0;10.0;1.210744421E12;2.9;611.2;7.6;4.12
100001.0;10.0;1.210744423E12;4.1;793.6;9.0;5.640000000000001
100001.0;10.0;1.210744425E12;5.5;931.2;11.0;5.640000000000001
100001.0;10.0;1.210744427E12;6.3;1011.2;13.3;7.8
100001.0;10.0;1.210744429E12;7.7;1139.2;16.0;11.52
100001.0;10.0;1.210744431E12;10.3;1363.2;18.8;11.52
100001.0;10.0;1.210744434E12;13.3;1440.0;19.7;13.64
100001.0;10.0;1.210744436E12;16.3;1529.6;20.4;12.56
100001.0;10.0;1.210744438E12;18.6;1584.0;20.5;11.32
100001.0;10.0;1.21074444E12;19.4;1500.8;20.4;10.879999999999999
100001.0;10.0;1.210744442E12;19.4;1404.8;20.6;11.959999999999999
100001.0;10.0;1.210744444E12;19.7;1344.0;20.7;11.680000000000001
100001.0;10.0;1.210744446E12;20.1;1356.8;20.2;12.360000000000001
100001.0;10.0;1.210744448E12;21.6;1468.8;20.3;12.84
100001.0;10.0;1.21074445E12;23.2;1577.6;19.2;9.76
100001.0;10.0;1.210744452E12;23.5;1584.0;17.9;10.4
100001.0;10.0;1.210744455E12;23.3;1644.8;16.9;8.160000000000002
100001.0;10.0;1.210744457E12;22.7;1676.8;16.9;8.160000000000002
100001.0;10.0;1.210744459E12;21.7;1670.4;17.0;8.160000000000002
100001.0;10.0;1.210744461E12;21.3;1696.0;17.0;8.720000000000002
100001.0;10.0;1.210744463E12;21.7;1734.4;17.0;7.119999999999999
100001.0;10.0;1.210744465E12;21.9;1744.0;16.9;5.879999999999999
100001.0;10.0;1.210744467E12;21.6;1718.4;17.4;6.719999999999999
100001.0;10.0;1.210744469E12;21.0;1670.4;17.6;7.719999999999999
100001.0;10.0;1.210744471E12;20.9;1654.4;18.2;7.080000000000001
100001.0;10.0;1.210744473E12;20.5;1616.0;19.0;6.44
100001.0;10.0;1.210744474E12;19.9;1571.2;19.4;7.5200000000000005
100001.0;10.0;1.210744476E12;20.0;1603.2;19.2;9.680000000000001
100001.0;10.0;1.210744478E12;21.7;1744.0;19.4;10.680000000000001
100001.0;10.0;1.21074448E12;23.9;1817.6;20.2;10.4
100001.0;10.0;1.210744482E12;25.8;1868.8;20.0;12.08
100001.0;10.0;1.210744484E12;27.8;1929.6;20.9;12.08
100001.0;10.0;1.210744486E12;29.5;2051.2;21.2;10.559999999999999
100001.0;10.0;1.210744488E12;30.8;2150.4;20.8;8.72
100001.0;10.0;1.21074449E12;31.1;2182.4;20.0;8.92
100001.0;10.0;1.210744492E12;31.6;2224.0;19.9;8.92
100001.0;10.0;1.210744495E12;32.0;2243.2;20.3;7.4
100001.0;10.0;1.210744497E12;30.6;2112.0;19.6;5.96
100001.0;10.0;1.210744499E12;27.3;1913.6;19.2;5.4399999999999995
100001.0;10.0;1.210744501E12;23.7;1820.8;18.5;5.24
100001.0;10.0;1.210744503E12;20.7;1731.2;19.5;6.640000000000001
100001.0;10.0;1.210744505E12;18.7;1766.4;19.9;9.080000000000002
100001.0;10.0;1.210744507E12;17.6;1689.6;20.2;12.56
100001.0;10.0;1.210744509E12;17.3;1664.0;20.3;10.760000000000002
100001.0;10.0;1.210744511E12;15.6;1542.4;21.5;14.6
100001.0;10.0;1.210744513E12;15.3;1539.2;22.5;18.36
100001.0;10.0;1.210744516E12;16.3;1580.8;22.6;20.279999999999998
100001.0;10.0;1.210744518E12;19.4;1721.6;24.3;23.56
100001.0;10.0;1.21074452E12;24.4;1913.6;24.5;23.199999999999996
100001.0;10.0;1.210744522E12;29.5;2083.2;25.2;22.839999999999996
100001.0;10.0;1.210744524E12;33.6;2214.4;25.0;19.759999999999998
100001.0;10.0;1.210744526E12;35.6;2176.0;24.6;17.319999999999997
100001.0;10.0;1.210744528E12;36.8;2169.6;24.3;13.839999999999998
100001.0;10.0;1.21074453E12;36.3;2054.4;23.4;13.999999999999996
100001.0;10.0;1.210744532E12;36.0;2003.2;22.2;10.36
100001.0;10.0;1.210744534E12;33.6;1849.6;20.4;7.0
100001.0;10.0;1.210744535E12;30.0;1686.4;19.4;5.48
100001.0;10.0;1.210744537E12;25.6;1529.6;18.4;1.48
100001.0;10.0;1.210744539E12;20.4;1340.8;18.1;1.64
100001.0;10.0;1.210744541E12;15.8;1193.6;18.4;5.08
100001.0;10.0;1.210744543E12;12.5;1094.4;17.9;5.56
100001.0;10.0;1.210744545E12;10.2;1014.4;17.0;6.88
100001.0;10.0;1.210744547E12;8.5;982.4;16.4;7.8
100001.0;10.0;1.210744549E12;8.1;1020.8;16.6;8.72
100001.0;10.0;1.210744551E12;8.7;1078.4;16.6;8.32
100001.0;10.0;1.210744553E12;9.6;1094.4;16.6;8.079999999999998
100001.0;10.0;1.210744555E12;10.6;1097.6;16.6;7.839999999999998
100001.0;10.0;1.210744557E12;11.6;1100.8;15.9;8.439999999999998
