Probe;Cycle;GPSDate;moving_average(Speed);moving_average(EngineSpeed);moving_average(Torque);moving_average(FuelRate)
100001.0;4.0;1.210740196E12;4.0;441.6;8.3;7.0
100001.0;4.0;1.210740198E12;3.1;288.0;6.7;5.279999999999999
100001.0;4.0;1.2107402E12;1.7;166.4;4.5;4.04
100001.0;4.0;1.210740202E12;0.0;67.2;3.2;3.6399999999999997
100001.0;4.0;1.210740205E12;0.0;9.6;1.2;0.0
100001.0;4.0;1.210740207E12;0.0;0.0;0.6;0.0
100001.0;4.0;1.210740209E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740211E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740213E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740215E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740217E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.21074022E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740222E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740224E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740226E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740228E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.21074023E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740232E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740235E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740237E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740239E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740241E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740243E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740245E12;0.0;0.0;0.0;0.0
100001.0;4.0;1.210740247E12;0.0;0.0;0.0;0.0
100001.0;5.0;1.210740529E12;1.8;140.8;1.4;0.0
100001.0;5.0;1.210740531E12;3.1;240.0;2.8;0.16
100001.0;5.0;1.210740533E12;4.2;329.6;4.2;0.4
100001.0;5.0;1.210740535E12;4.7;412.8;5.8;0.9199999999999999
100001.0;5.0;1.210740537E12;4.9;489.6;7.1;1.3599999999999999
100001.0;5.0;1.210740539E12;4.9;569.6;8.5;1.8
100001.0;5.0;1.210740541E12;4.9;649.6;9.9;2.2399999999999998
100001.0;5.0;1.210740543E12;4.9;729.6;11.3;2.6799999999999997
100001.0;5.0;1.210740546E12;4.9;809.6;12.7;3.1199999999999997
100001.0;5.0;1.210740548E12;4.9;889.6;14.1;3.5599999999999996
100001.0;5.0;1.21074055E12;3.1;819.2;14.1;4.4799999999999995
100001.0;5.0;1.210740552E12;1.8;796.8;14.1;4.839999999999999
100001.0;5.0;1.210740554E12;0.7;784.0;14.1;5.12
100001.0;5.0;1.210740556E12;0.2;777.6;13.9;5.04
100001.0;5.0;1.210740558E12;0.0;777.6;14.0;5.12
100001.0;5.0;1.210740561E12;0.0;771.2;14.4;6.160000000000001
100001.0;5.0;1.210740563E12;0.9;883.2;15.4;5.720000000000001
100001.0;5.0;1.210740565E12;2.8;976.0;16.6;8.64
100001.0;5.0;1.210740567E12;5.4;1088.0;17.5;8.2
100001.0;5.0;1.210740569E12;7.0;1116.8;17.4;8.0
100001.0;5.0;1.210740571E12;8.0;1129.6;17.3;7.400000000000001
100001.0;5.0;1.210740573E12;9.1;1148.8;17.4;7.760000000000001
100001.0;5.0;1.210740576E12;10.3;1161.6;17.4;7.760000000000001
100001.0;5.0;1.210740578E12;11.0;1168.0;17.4;7.720000000000001
100001.0;5.0;1.21074058E12;11.0;1171.2;17.4;7.640000000000002
100001.0;5.0;1.210740582E12;11.0;1177.6;17.0;6.6
100001.0;5.0;1.210740584E12;10.1;1065.6;16.0;7.040000000000001
100001.0;5.0;1.210740586E12;8.2;972.8;14.8;4.119999999999999
100001.0;5.0;1.210740588E12;5.6;857.6;13.9;4.56
100001.0;5.0;1.21074059E12;4.0;828.8;14.0;4.76
100001.0;5.0;1.210740591E12;3.0;825.6;14.1;4.879999999999999
100001.0;5.0;1.210740593E12;1.9;809.6;14.0;4.4399999999999995
100001.0;5.0;1.210740595E12;0.7;796.8;14.0;4.359999999999999
100001.0;5.0;1.210740597E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.210740599E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.210740601E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.210740603E12;0.0;787.2;14.0;4.3999999999999995
100001.0;5.0;1.210740605E12;0.0;784.0;14.0;4.3999999999999995
100001.0;5.0;1.210740607E12;0.0;787.2;14.0;4.3999999999999995
100001.0;5.0;1.210740609E12;0.0;784.0;14.0;4.3999999999999995
100001.0;5.0;1.210740611E12;0.0;784.0;14.0;4.3999999999999995
100001.0;5.0;1.210740613E12;0.0;796.8;14.5;3.9599999999999995
100001.0;5.0;1.210740615E12;0.0;796.8;15.0;4.08
100001.0;5.0;1.210740617E12;0.5;841.6;16.2;7.6
100001.0;5.0;1.210740619E12;2.2;908.8;17.5;10.8
100001.0;5.0;1.210740622E12;4.7;1024.0;18.4;10.36
100001.0;5.0;1.210740624E12;6.9;1120.0;19.3;9.92
100001.0;5.0;1.210740626E12;9.2;1241.6;20.9;13.48
100001.0;5.0;1.210740628E12;12.5;1388.8;22.0;15.120000000000001
100001.0;5.0;1.21074063E12;16.1;1497.6;22.9;15.160000000000002
100001.0;5.0;1.210740632E12;19.6;1600.0;23.8;14.720000000000002
100001.0;5.0;1.210740634E12;23.2;1696.0;23.6;15.720000000000002
100001.0;5.0;1.210740636E12;27.0;1808.0;24.0;15.160000000000002
100001.0;5.0;1.210740638E12;29.9;1862.4;23.3;12.559999999999999
100001.0;5.0;1.21074064E12;31.5;1884.8;22.9;8.919999999999998
100001.0;5.0;1.210740642E12;32.0;1849.6;22.6;9.36
100001.0;5.0;1.210740644E12;32.9;1833.6;22.1;9.36
100001.0;5.0;1.210740646E12;33.3;1772.8;20.5;5.36
100001.0;5.0;1.210740648E12;31.8;1632.0;19.6;4.08
100001.0;5.0;1.21074065E12;29.0;1529.6;18.7;4.0
100001.0;5.0;1.210740651E12;25.7;1424.0;17.8;4.4
100001.0;5.0;1.210740653E12;22.1;1312.0;17.5;3.84
100001.0;5.0;1.210740655E12;18.3;1203.2;16.6;4.279999999999999
100001.0;5.0;1.210740657E12;14.9;1107.2;16.1;3.3599999999999994
100001.0;5.0;1.210740659E12;11.6;1014.4;15.2;3.7999999999999994
100001.0;5.0;1.210740661E12;8.6;934.4;14.6;3.7999999999999994
100001.0;5.0;1.210740663E12;5.5;857.6;14.2;4.239999999999999
100001.0;5.0;1.210740665E12;2.8;800.0;14.2;4.679999999999999
100001.0;5.0;1.210740667E12;1.0;790.4;14.0;4.319999999999999
100001.0;5.0;1.210740669E12;0.2;784.0;14.0;4.359999999999999
100001.0;5.0;1.210740671E12;0.0;787.2;14.0;4.3999999999999995
100001.0;5.0;1.210740673E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.210740675E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.210740677E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.210740679E12;0.0;793.6;14.0;4.3999999999999995
100001.0;5.0;1.210740682E12;0.0;793.6;14.0;4.3999999999999995
100001.0;5.0;1.210740684E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.210740686E12;0.0;787.2;14.0;4.3999999999999995
100001.0;5.0;1.210740688E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.21074069E12;0.0;793.6;14.0;4.3999999999999995
100001.0;5.0;1.210740692E12;0.0;793.6;14.0;4.3999999999999995
100001.0;5.0;1.210740694E12;0.0;793.6;14.9;6.08
100001.0;5.0;1.210740696E12;0.4;800.0;15.2;6.56
100001.0;5.0;1.210740698E12;1.3;880.0;15.5;6.720000000000001
100001.0;5.0;1.2107407E12;2.4;886.4;15.6;6.319999999999999
100001.0;5.0;1.210740702E12;3.5;899.2;16.6;9.6
100001.0;5.0;1.210740704E12;5.4;972.8;17.5;9.239999999999998
100001.0;5.0;1.210740706E12;7.2;1033.6;17.4;8.799999999999999
100001.0;5.0;1.210740708E12;8.7;1068.8;17.3;9.120000000000001
100001.0;5.0;1.21074071E12;9.1;1065.6;17.3;9.08
100001.0;5.0;1.210740711E12;9.1;1072.0;17.5;9.999999999999998
100001.0;5.0;1.210740713E12;10.0;1174.4;18.2;11.48
100001.0;5.0;1.210740715E12;11.3;1219.2;18.4;12.16
100001.0;5.0;1.210740717E12;12.7;1260.8;20.2;15.959999999999999
100001.0;5.0;1.210740719E12;15.2;1369.6;22.1;20.639999999999997
100001.0;5.0;1.210740721E12;18.9;1536.0;22.6;21.08
100001.0;5.0;1.210740723E12;22.5;1600.0;23.5;22.080000000000002
100001.0;5.0;1.210740725E12;26.5;1664.0;23.8;22.6
100001.0;5.0;1.210740727E12;30.6;1744.0;24.6;21.84
100001.0;5.0;1.210740729E12;35.4;1843.2;25.5;21.44
100001.0;5.0;1.210740731E12;39.5;1993.6;26.2;20.08
100001.0;5.0;1.210740733E12;41.8;2038.4;25.5;16.48
100001.0;5.0;1.210740735E12;41.6;2006.4;25.0;15.080000000000002
100001.0;5.0;1.210740737E12;40.2;1888.0;23.1;11.200000000000001
100001.0;5.0;1.210740739E12;37.3;1766.4;21.8;7.880000000000001
100001.0;5.0;1.210740742E12;33.2;1587.2;20.3;4.16
100001.0;5.0;1.210740744E12;28.1;1472.0;19.3;5.4799999999999995
100001.0;5.0;1.210740746E12;23.3;1356.8;20.1;8.24
100001.0;5.0;1.210740748E12;18.9;1257.6;19.7;9.48
100001.0;5.0;1.21074075E12;15.0;1193.6;19.3;10.440000000000001
100001.0;5.0;1.210740752E12;12.7;1104.0;18.6;11.760000000000002
100001.0;5.0;1.210740754E12;12.0;1094.4;18.5;12.56
100001.0;5.0;1.210740756E12;13.3;1219.2;19.3;13.040000000000001
100001.0;5.0;1.210740758E12;15.6;1382.4;20.0;12.52
100001.0;5.0;1.21074076E12;17.8;1529.6;20.2;11.12
100001.0;5.0;1.210740762E12;19.5;1632.0;21.1;10.68
100001.0;5.0;1.210740764E12;21.5;1737.6;21.1;10.2
100001.0;5.0;1.210740766E12;23.2;1872.0;21.4;8.84
100001.0;5.0;1.210740768E12;24.9;2016.0;22.0;7.6
100001.0;5.0;1.21074077E12;26.9;2080.0;21.7;8.360000000000001
100001.0;5.0;1.210740771E12;29.0;2144.0;22.6;8.040000000000001
100001.0;5.0;1.210740773E12;30.6;2137.6;22.7;7.24
100001.0;5.0;1.210740775E12;31.5;2096.0;22.8;6.56
100001.0;5.0;1.210740777E12;31.6;2019.2;22.8;6.56
100001.0;5.0;1.210740779E12;31.8;1955.2;22.8;6.56
100001.0;5.0;1.210740781E12;31.9;1888.0;21.8;6.68
100001.0;5.0;1.210740783E12;31.4;1849.6;22.2;5.92
100001.0;5.0;1.210740785E12;30.8;1792.0;21.5;4.92
100001.0;5.0;1.210740787E12;30.0;1715.2;21.5;5.6
100001.0;5.0;1.210740789E12;28.8;1702.4;22.2;3.88
100001.0;5.0;1.210740791E12;26.2;1587.2;21.0;3.3600000000000003
100001.0;5.0;1.210740793E12;23.2;1462.4;20.0;3.84
100001.0;5.0;1.210740795E12;20.8;1385.6;19.3;3.88
100001.0;5.0;1.210740797E12;18.6;1315.2;19.4;4.04
100001.0;5.0;1.210740799E12;16.9;1276.8;18.6;4.04
100001.0;5.0;1.210740802E12;15.8;1267.2;18.7;4.04
100001.0;5.0;1.210740804E12;15.0;1184.0;17.5;4.4799999999999995
100001.0;5.0;1.210740806E12;14.5;1171.2;18.4;7.6
100001.0;5.0;1.210740808E12;15.5;1260.8;18.5;9.999999999999998
100001.0;5.0;1.21074081E12;17.4;1312.0;19.0;11.319999999999999
100001.0;5.0;1.210740812E12;20.3;1430.4;20.0;10.84
100001.0;5.0;1.210740814E12;23.0;1542.4;21.0;11.2
100001.0;5.0;1.210740816E12;25.3;1635.2;21.8;11.16
100001.0;5.0;1.210740818E12;27.5;1792.0;21.6;11.0
100001.0;5.0;1.21074082E12;28.7;1859.2;22.4;11.0
100001.0;5.0;1.210740822E12;28.4;1836.8;23.4;14.920000000000002
100001.0;5.0;1.210740824E12;29.3;1926.4;25.1;17.040000000000003
100001.0;5.0;1.210740826E12;30.9;2035.2;24.6;13.0
100001.0;5.0;1.210740828E12;30.8;2012.8;24.5;9.92
100001.0;5.0;1.21074083E12;28.8;1952.0;24.0;11.36
100001.0;5.0;1.210740831E12;27.0;1936.0;23.9;14.079999999999998
100001.0;5.0;1.210740833E12;26.1;1897.6;24.6;17.359999999999996
100001.0;5.0;1.210740835E12;26.3;1900.8;23.9;17.639999999999997
100001.0;5.0;1.210740837E12;26.8;1840.0;24.0;18.04
100001.0;5.0;1.210740839E12;28.1;1862.4;24.2;20.4
100001.0;5.0;1.210740841E12;31.1;1990.4;24.1;16.360000000000003
100001.0;5.0;1.210740843E12;32.7;1996.8;23.3;12.64
100001.0;5.0;1.210740845E12;31.9;1849.6;22.2;12.760000000000002
100001.0;5.0;1.210740847E12;31.0;1801.6;22.4;12.760000000000002
100001.0;5.0;1.210740849E12;31.6;1782.4;21.5;10.000000000000002
100001.0;5.0;1.210740851E12;31.8;1721.6;21.5;10.440000000000001
100001.0;5.0;1.210740853E12;32.0;1728.0;20.6;8.84
100001.0;5.0;1.210740855E12;31.8;1715.2;20.8;10.000000000000002
100001.0;5.0;1.210740857E12;31.9;1724.8;20.3;9.600000000000001
100001.0;5.0;1.210740859E12;31.8;1712.0;20.1;7.24
100001.0;5.0;1.210740862E12;31.0;1667.2;20.1;7.24
100001.0;5.0;1.210740864E12;30.0;1616.0;19.2;7.24
100001.0;5.0;1.210740866E12;29.2;1584.0;19.3;7.5600000000000005
100001.0;5.0;1.210740868E12;27.9;1478.4;18.6;7.5600000000000005
100001.0;5.0;1.21074087E12;26.4;1446.4;19.4;7.600000000000001
100001.0;5.0;1.210740872E12;25.4;1401.6;19.7;7.279999999999999
100001.0;5.0;1.210740874E12;24.7;1366.4;20.2;7.4799999999999995
100001.0;5.0;1.210740876E12;24.2;1347.2;20.9;9.32
100001.0;5.0;1.210740878E12;23.8;1321.6;21.4;9.32
100001.0;5.0;1.21074088E12;23.0;1270.4;21.2;9.32
100001.0;5.0;1.210740882E12;21.8;1206.4;20.3;9.56
100001.0;5.0;1.210740884E12;20.7;1152.0;20.5;10.16
100001.0;5.0;1.210740886E12;19.9;1152.0;20.5;10.120000000000001
100001.0;5.0;1.210740888E12;19.1;1155.2;20.1;10.52
100001.0;5.0;1.21074089E12;18.0;1132.8;19.3;10.92
100001.0;5.0;1.210740891E12;16.4;1120.0;18.2;8.520000000000001
100001.0;5.0;1.210740893E12;14.0;1068.8;17.0;6.239999999999999
100001.0;5.0;1.210740895E12;10.9;979.2;15.8;3.3999999999999995
100001.0;5.0;1.210740897E12;7.4;880.0;14.9;3.839999999999999
100001.0;5.0;1.210740899E12;4.4;816.0;14.2;4.239999999999999
100001.0;5.0;1.210740901E12;2.3;793.6;14.2;4.3999999999999995
100001.0;5.0;1.210740903E12;0.8;800.0;14.0;4.24
100001.0;5.0;1.210740905E12;0.0;800.0;14.0;4.24
100001.0;5.0;1.210740907E12;0.0;796.8;14.0;4.279999999999999
100001.0;5.0;1.210740909E12;0.0;796.8;14.0;4.24
100001.0;5.0;1.210740911E12;0.0;828.8;14.3;5.08
100001.0;5.0;1.210740913E12;0.8;883.2;14.7;6.000000000000001
100001.0;5.0;1.210740915E12;2.5;950.4;15.8;5.96
100001.0;5.0;1.210740917E12;4.5;1030.4;16.7;5.52
100001.0;5.0;1.210740919E12;6.2;1088.0;16.7;5.12
100001.0;5.0;1.210740922E12;7.4;1097.6;16.7;5.24
100001.0;5.0;1.210740924E12;8.1;1097.6;16.7;5.24
100001.0;5.0;1.210740926E12;8.5;1091.2;16.6;5.48
100001.0;5.0;1.210740928E12;8.8;1094.4;16.5;5.4799999999999995
100001.0;5.0;1.21074093E12;8.8;1094.4;16.5;5.4799999999999995
100001.0;5.0;1.210740932E12;8.8;1062.4;16.2;4.6
100001.0;5.0;1.210740934E12;8.0;1008.0;15.8;3.6399999999999997
100001.0;5.0;1.210740936E12;6.3;937.6;14.7;3.6799999999999997
100001.0;5.0;1.210740938E12;4.3;854.4;13.8;4.119999999999999
100001.0;5.0;1.21074094E12;2.6;796.8;13.8;4.56
100001.0;5.0;1.210740942E12;1.4;784.0;13.8;4.4799999999999995
100001.0;5.0;1.210740944E12;0.7;784.0;13.8;4.4799999999999995
100001.0;5.0;1.210740946E12;0.3;790.4;13.9;4.279999999999999
100001.0;5.0;1.210740948E12;0.0;790.4;14.0;4.279999999999999
100001.0;5.0;1.21074095E12;0.0;790.4;14.0;4.319999999999999
100001.0;5.0;1.210740951E12;0.0;790.4;14.0;4.359999999999999
100001.0;5.0;1.210740953E12;0.0;790.4;14.0;4.3999999999999995
100001.0;5.0;1.210740955E12;0.6;892.8;14.9;3.9599999999999995
100001.0;5.0;1.210740957E12;1.9;937.6;16.2;7.56
100001.0;5.0;1.210740959E12;4.7;1091.2;17.3;7.119999999999999
100001.0;5.0;1.210740961E12;8.2;1203.2;19.1;10.84
100001.0;5.0;1.210740963E12;12.3;1334.4;19.2;10.4
100001.0;5.0;1.210740965E12;16.2;1456.0;20.1;10.36
100001.0;5.0;1.210740967E12;19.8;1561.6;21.0;10.6
100001.0;5.0;1.210740969E12;23.4;1673.6;22.1;12.960000000000003
100001.0;5.0;1.210740971E12;26.6;1843.2;22.9;12.52
100001.0;5.0;1.210740973E12;29.1;1942.4;23.8;12.08
100001.0;5.0;1.210740975E12;30.4;1926.4;23.3;13.84
100001.0;5.0;1.210740977E12;31.7;2016.0;22.4;11.08
100001.0;5.0;1.210740979E12;32.0;2035.2;22.3;11.08
100001.0;5.0;1.210740982E12;31.7;2012.8;20.7;8.120000000000001
100001.0;5.0;1.210740984E12;30.9;1977.6;21.5;10.280000000000001
100001.0;5.0;1.210740986E12;30.2;1936.0;21.5;9.88
100001.0;5.0;1.210740988E12;28.7;1849.6;20.5;9.32
100001.0;5.0;1.21074099E12;27.0;1760.0;19.8;6.92
100001.0;5.0;1.210740992E12;26.1;1635.2;20.0;6.92
100001.0;5.0;1.210740994E12;25.8;1619.2;20.0;6.92
100001.0;5.0;1.210740996E12;25.5;1600.0;20.5;7.920000000000002
100001.0;5.0;1.210740998E12;25.2;1590.4;21.4;6.640000000000001
100001.0;5.0;1.210741E12;24.9;1488.0;21.9;10.52
100001.0;5.0;1.210741002E12;25.1;1500.8;21.8;9.760000000000002
100001.0;5.0;1.210741004E12;25.1;1491.2;21.8;7.6
100001.0;5.0;1.210741006E12;24.8;1478.4;21.6;7.6
100001.0;5.0;1.210741008E12;25.0;1491.2;21.6;7.480000000000001
100001.0;5.0;1.21074101E12;25.1;1500.8;22.3;10.000000000000002
100001.0;5.0;1.210741011E12;25.4;1516.8;22.3;13.440000000000001
100001.0;5.0;1.210741013E12;26.5;1532.8;22.2;15.6
100001.0;5.0;1.210741015E12;28.6;1580.8;21.3;12.839999999999998
100001.0;5.0;1.210741017E12;29.7;1555.2;20.9;12.839999999999998
100001.0;5.0;1.210741019E12;29.8;1545.6;20.1;8.959999999999999
100001.0;5.0;1.210741021E12;28.2;1500.8;20.4;8.52
100001.0;5.0;1.210741023E12;26.3;1449.6;20.4;10.76
100001.0;5.0;1.210741025E12;25.5;1475.2;19.8;11.0
100001.0;5.0;1.210741028E12;25.3;1529.6;20.8;11.0
100001.0;5.0;1.21074103E12;25.3;1587.2;20.5;10.84
100001.0;5.0;1.210741032E12;25.7;1696.0;19.8;7.4
100001.0;5.0;1.210741034E12;25.5;1760.0;19.8;5.24
100001.0;5.0;1.210741036E12;24.6;1785.6;20.7;5.24
100001.0;5.0;1.210741038E12;23.0;1734.4;20.2;5.4799999999999995
100001.0;5.0;1.21074104E12;21.1;1680.0;20.4;8.76
100001.0;5.0;1.210741043E12;21.0;1680.0;19.9;8.76
100001.0;5.0;1.210741045E12;20.7;1648.0;18.9;6.799999999999999
100001.0;5.0;1.210741047E12;19.3;1555.2;18.8;6.959999999999999
100001.0;5.0;1.210741049E12;18.1;1475.2;18.8;10.52
100001.0;5.0;1.210741051E12;18.0;1465.6;18.8;8.84
100001.0;5.0;1.210741053E12;17.3;1395.2;18.8;8.84
100001.0;5.0;1.210741055E12;16.2;1305.6;18.8;8.84
100001.0;5.0;1.210741058E12;14.6;1174.4;17.8;9.08
100001.0;5.0;1.21074106E12;13.2;1129.6;17.4;9.239999999999998
100001.0;5.0;1.210741062E12;12.2;1120.0;16.5;6.4
100001.0;5.0;1.210741064E12;10.5;998.4;26.0;6.4
100001.0;5.0;1.210741066E12;9.4;915.2;25.3;6.12
100001.0;5.0;1.210741068E12;8.7;835.2;23.9;5.720000000000001
100001.0;5.0;1.21074107E12;7.8;748.8;21.6;2.16
100001.0;6.0;1.210741264E12;6.0;665.6;21.0;2.88
100001.0;6.0;1.210741266E12;4.4;611.2;21.1;4.5600000000000005
100001.0;6.0;1.210741268E12;3.7;662.4;20.4;5.24
100001.0;6.0;1.21074127E12;3.9;787.2;20.5;5.32
100001.0;6.0;1.210741272E12;4.6;867.2;21.3;5.8
100001.0;6.0;1.210741274E12;6.0;1024.0;22.0;5.359999999999999
100001.0;6.0;1.210741276E12;7.6;1145.6;13.7;8.44
100001.0;6.0;1.210741278E12;10.0;1347.2;15.5;10.6
100001.0;6.0;1.210741281E12;13.0;1593.6;17.5;12.48
100001.0;6.0;1.210741283E12;16.4;1859.2;19.5;12.48
100001.0;6.0;1.210741285E12;19.3;2016.0;20.1;10.68
100001.0;6.0;1.210741287E12;21.0;2064.0;20.6;9.0
100001.0;6.0;1.210741289E12;21.1;1964.8;20.5;8.879999999999999
100001.0;6.0;1.210741291E12;21.2;1888.0;21.6;12.04
100001.0;6.0;1.210741293E12;22.6;1936.0;21.3;12.879999999999999
100001.0;6.0;1.210741296E12;24.2;1939.2;21.2;12.879999999999999
100001.0;6.0;1.210741298E12;25.3;2012.8;21.0;9.8
100001.0;6.0;1.2107413E12;25.2;1987.2;20.9;7.639999999999999
100001.0;6.0;1.210741302E12;24.3;1910.4;20.5;6.08
100001.0;6.0;1.210741304E12;22.8;1792.0;20.7;6.08
100001.0;6.0;1.210741306E12;21.1;1651.2;19.9;6.839999999999999
100001.0;6.0;1.210741308E12;19.1;1558.4;19.2;6.839999999999999
100001.0;6.0;1.210741311E12;18.5;1590.4;19.7;6.28
100001.0;6.0;1.210741313E12;18.3;1571.2;18.9;3.6399999999999997
100001.0;6.0;1.210741315E12;17.6;1504.0;18.4;1.9200000000000004
100001.0;6.0;1.210741317E12;16.2;1392.0;17.8;2.3600000000000003
100001.0;6.0;1.210741319E12;15.3;1334.4;18.2;6.24
100001.0;6.0;1.210741321E12;15.9;1408.0;18.5;9.48
100001.0;6.0;1.210741323E12;17.5;1436.8;19.2;9.16
100001.0;6.0;1.210741325E12;19.2;1475.2;19.3;9.16
100001.0;6.0;1.210741326E12;21.3;1558.4;20.2;9.0
100001.0;6.0;1.210741328E12;24.2;1651.2;20.1;9.08
100001.0;6.0;1.21074133E12;26.5;1673.6;20.5;9.44
100001.0;6.0;1.210741332E12;28.2;1718.4;21.0;11.599999999999998
100001.0;6.0;1.210741334E12;29.4;1728.0;21.8;11.599999999999998
100001.0;6.0;1.210741336E12;30.3;1734.4;22.2;12.399999999999999
100001.0;6.0;1.210741338E12;30.8;1696.0;20.8;8.68
100001.0;6.0;1.21074134E12;29.4;1532.8;19.7;5.76
100001.0;6.0;1.210741342E12;27.0;1417.6;19.6;7.2
100001.0;6.0;1.210741344E12;25.1;1324.8;19.1;7.2
100001.0;6.0;1.210741347E12;23.1;1212.8;19.1;7.32
100001.0;6.0;1.210741349E12;20.1;1116.8;19.0;7.6800000000000015
100001.0;6.0;1.210741351E12;17.2;1036.8;18.1;7.760000000000001
100001.0;6.0;1.210741353E12;14.2;956.8;17.3;5.2
100001.0;6.0;1.210741355E12;11.2;883.2;16.5;5.64
100001.0;6.0;1.210741357E12;8.7;832.0;16.1;4.84
100001.0;6.0;1.210741359E12;6.4;800.0;16.2;5.119999999999999
100001.0;6.0;1.210741361E12;5.1;790.4;16.3;6.039999999999999
100001.0;6.0;1.210741363E12;4.3;796.8;15.5;5.6
100001.0;6.0;1.210741365E12;3.5;835.2;15.3;5.6
100001.0;6.0;1.210741368E12;2.8;883.2;14.4;5.279999999999999
100001.0;6.0;1.21074137E12;3.2;918.4;14.4;5.52
100001.0;6.0;1.210741372E12;3.8;963.2;14.4;5.68
100001.0;6.0;1.210741374E12;4.7;1024.0;14.4;5.24
100001.0;6.0;1.210741376E12;5.4;1056.0;14.4;5.8
100001.0;6.0;1.210741378E12;6.2;1110.4;14.4;5.4399999999999995
100001.0;6.0;1.21074138E12;6.9;1145.6;14.3;4.999999999999999
100001.0;6.0;1.210741382E12;7.3;1164.8;14.1;3.9599999999999995
100001.0;6.0;1.210741384E12;7.6;1222.4;14.5;4.32
100001.0;6.0;1.210741386E12;8.1;1203.2;14.6;5.880000000000001
100001.0;6.0;1.210741387E12;9.2;1241.6;14.7;7.080000000000001
100001.0;6.0;1.210741389E12;10.6;1286.4;15.6;6.4
100001.0;6.0;1.210741391E12;11.0;1251.2;15.6;6.32
100001.0;6.0;1.210741393E12;11.0;1184.0;15.6;6.92
100001.0;6.0;1.210741395E12;11.1;1152.0;16.2;6.5200000000000005
100001.0;6.0;1.210741397E12;10.7;1094.4;16.2;6.92
100001.0;6.0;1.210741399E12;10.2;1056.0;16.3;7.360000000000001
100001.0;6.0;1.210741401E12;9.6;1036.8;16.3;7.640000000000001
100001.0;6.0;1.210741403E12;8.8;972.8;15.8;6.6
100001.0;6.0;1.210741405E12;7.4;934.4;15.6;5.64
100001.0;6.0;1.210741407E12;5.6;864.0;15.5;4.4799999999999995
100001.0;6.0;1.210741409E12;3.5;784.0;14.6;4.92
100001.0;6.0;1.210741411E12;2.3;774.4;14.6;4.84
100001.0;6.0;1.210741413E12;1.4;780.8;14.6;4.68
100001.0;6.0;1.210741415E12;0.6;784.0;14.0;4.52
100001.0;6.0;1.210741418E12;0.2;787.2;14.0;4.479999999999999
100001.0;6.0;1.21074142E12;0.0;790.4;14.8;4.159999999999999
100001.0;6.0;1.210741422E12;0.0;787.2;15.2;4.52
100001.0;6.0;1.210741424E12;0.5;800.0;16.3;6.8
100001.0;6.0;1.210741426E12;1.6;822.4;16.6;6.720000000000001
100001.0;6.0;1.210741428E12;3.1;864.0;16.7;8.0
100001.0;6.0;1.21074143E12;5.1;950.4;17.3;9.680000000000001
100001.0;6.0;1.210741432E12;7.6;1065.6;18.2;9.24
100001.0;6.0;1.210741434E12;9.6;1129.6;18.9;8.8
100001.0;6.0;1.210741436E12;9.7;1132.8;18.9;8.8
100001.0;6.0;1.210741438E12;9.8;1126.4;19.7;9.600000000000001
100001.0;6.0;1.21074144E12;10.3;1155.2;19.9;10.760000000000002
100001.0;6.0;1.210741442E12;11.3;1238.4;20.0;10.440000000000001
100001.0;6.0;1.210741444E12;11.6;1232.0;19.0;8.12
100001.0;6.0;1.210741446E12;11.0;1206.4;19.8;11.48
100001.0;6.0;1.210741447E12;11.2;1241.6;21.0;13.239999999999998
100001.0;6.0;1.210741449E12;12.3;1321.6;21.3;14.12
100001.0;6.0;1.210741451E12;13.2;1299.2;21.3;14.12
100001.0;6.0;1.210741453E12;14.3;1318.4;21.5;14.12
100001.0;6.0;1.210741455E12;17.2;1395.2;22.7;17.160000000000004
100001.0;6.0;1.210741457E12;20.6;1500.8;22.8;15.919999999999998
100001.0;6.0;1.210741459E12;23.2;1545.6;22.7;14.639999999999997
