Probe;Speed;EngineSpeed;Longitude;Latitude
100003.0;0.0;793.6;9.2053767;45.4372817
100003.0;0.0;792.96;9.20538;45.43728
100003.0;0.0;798.0800000000002;9.2053817;45.4372767
100003.0;0.0;785.28;9.2053817;45.4372733
100003.0;0.0;794.2400000000001;9.205385;45.4372833
100003.0;0.0;791.04;9.2053867;45.4372867
100003.0;0.0;794.24;9.2053883;45.43729
100003.0;0.0;795.5200000000001;9.2053933;45.43729
100003.0;0.0;791.04;9.2054;45.4372883
100003.0;0.0;794.2400000000001;9.205405;45.4372883
100003.0;0.0;796.1600000000001;9.2054167;45.4372867
100003.0;0.0;741.1200000000001;9.2055283;45.4372517
100003.0;0.0;785.28;9.2055283;45.4372533
100003.0;0.0;791.04;9.205535;45.4372333
100003.0;0.0;785.9200000000001;9.2055333;45.437235
100003.0;0.0;784.0000000000001;9.205515;45.4372683
100003.0;0.0;780.8000000000001;9.2055167;45.4372683
100003.0;0.0;782.72;9.205525;45.4372517
100003.0;0.0;789.1200000000001;9.2055267;45.4372533
100003.0;0.0;785.28;9.20553;45.4372567
100003.0;0.0;789.76;9.2055383;45.4372533
100003.0;0.0;785.28;9.20554;45.4372533
100003.0;0.0;788.48;9.2055383;45.437255
100003.0;0.0;787.84;9.2055367;45.4372633
100003.0;0.0;786.56;9.2055383;45.4372633
100003.0;0.0;780.1600000000001;9.20554;45.4372633
100003.0;0.0;789.76;9.205545;45.4372583
100003.0;0.0;791.0400000000001;9.205555;45.4372183
100003.0;0.0;796.8;9.2055517;45.4372183
100003.0;0.0;792.32;9.2055517;45.437215
100003.0;0.0;798.08;9.2055567;45.4372167
100003.0;0.0;796.8;9.2055633;45.437205
100003.0;0.6;799.9999999999999;9.20556;45.4372183
100003.0;10.319999999999999;930.5600000000001;9.205705;45.4372433
100003.0;33.2;1333.7599999999998;9.2059517;45.4378583
100003.0;25.6;1432.3200000000002;9.2057933;45.4395917
100003.0;33.980000000000004;1492.48;9.2039817;45.4394183
100003.0;30.6;1278.0799999999997;9.201325;45.43908
100003.0;35.5;1426.5600000000002;9.200145;45.438405
100003.0;19.02;1091.84;9.20055;45.43651
100003.0;43.38;1585.92;9.2007517;45.43556
100003.0;51.4;1418.88;9.2011533;45.433145
100003.0;48.62;1297.9199999999998;9.2019233;45.43057
100003.0;53.06;1423.3600000000001;9.2025467;45.4281283
100003.0;49.87999999999999;1329.28;9.2032883;45.4254717
100003.0;42.54;1141.7599999999998;9.2040033;45.4230133
100003.0;14.0;839.04;9.2022633;45.4211667
100003.0;10.4;1093.12;9.2022633;45.421175
100003.0;27.96;1336.3200000000002;9.2028033;45.4205867
100003.0;52.5;1842.5600000000002;9.204495;45.4194267
100003.0;60.120000000000005;1774.7200000000005;9.2055033;45.41671
100003.0;63.74000000000001;1717.7599999999998;9.2062517;45.413625
100003.0;69.43999999999998;1866.2399999999998;9.2070917;45.4103383
