Probe;Speed;EngineSpeed;Longitude;Latitude
100005.0;0.0;787.2;9.2052617;45.43725
100005.0;0.0;785.92;9.2052633;45.4372483
100005.0;0.0;798.08;9.2052917;45.43725
100005.0;0.0;792.3200000000002;9.2053083;45.4372483
100005.0;0.0;788.4800000000001;9.20532;45.4372483
100005.0;0.0;796.1600000000001;9.2053317;45.437255
100005.0;0.0;791.0400000000001;9.20534;45.43726
100005.0;0.0;800.0;9.2053483;45.437265
100005.0;0.0;948.4800000000001;9.2053583;45.437265
100005.0;0.0;795.5200000000001;9.2053617;45.43726
100005.0;0.0;792.9599999999999;9.2053667;45.4372517
100005.0;0.0;788.4799999999999;9.2053717;45.4372467
100005.0;0.0;798.72;9.205375;45.4372433
100005.0;0.0;787.84;9.2053783;45.43724
100005.0;0.0;787.2;9.2053783;45.4372417
100005.0;0.0;780.8;9.2053783;45.4372533
100005.0;0.0;786.5600000000001;9.20538;45.4372983
100005.0;0.0;791.0400000000001;9.2053833;45.4372967
100005.0;0.0;778.24;9.20538;45.437255
100005.0;0.0;791.0400000000001;9.2053917;45.4372433
100005.0;0.9;779.5200000000001;9.205485;45.4372583
100005.0;0.16;791.6800000000001;9.2054967;45.4372483
100005.0;1.44;783.36;9.2055283;45.437255
100005.0;7.2;824.32;9.2053967;45.437305
100005.0;10.0;812.16;9.2048567;45.4371133
100005.0;3.94;844.1600000000001;9.2049117;45.4365767
100005.0;2.0599999999999996;808.9599999999999;9.2045767;45.4364833
100005.0;10.459999999999999;1095.6799999999998;9.2045867;45.4364467
100005.0;32.339999999999996;1152.6399999999999;9.20332;45.4363033
100005.0;6.639999999999999;919.68;9.2011983;45.4361133
100005.0;23.74;1121.28;9.2007433;45.4360767
100005.0;19.220000000000002;1031.6799999999998;9.199025;45.4364733
100005.0;0.4;875.5200000000001;9.198275;45.436975
100005.0;28.32;1416.32;9.1981683;45.4370367
100005.0;36.74;1280.0;9.1965667;45.4384383
100005.0;32.4;1133.44;9.1943783;45.4393717
100005.0;33.8;1184.64;9.192555;45.4404383
100005.0;32.760000000000005;1137.9199999999998;9.1905017;45.4414017
100005.0;15.879999999999999;863.36;9.188585;45.4423067
100005.0;0.0;800.0;9.1880267;45.4425717
100005.0;9.1;1100.8;9.1878817;45.4425667
100005.0;10.36;1179.52;9.1878683;45.443025
100005.0;36.3;1563.52;9.1878667;45.4438517
100005.0;37.63999999999999;1321.6000000000001;9.18766;45.445825
100005.0;27.639999999999997;1036.1599999999999;9.1868717;45.44758
100005.0;33.1;1162.88;9.1853033;45.4479133
100005.0;12.879999999999999;1043.8400000000001;9.1831767;45.447695
100005.0;5.180000000000001;839.6800000000001;9.182335;45.4476083
100005.0;0.42000000000000004;791.6800000000001;9.1821;45.4475833
100005.0;17.28;1137.28;9.1819483;45.447595
100005.0;15.12;1082.8799999999999;9.1816083;45.44866
100005.0;4.58;860.1600000000001;9.18216;45.44915
100005.0;0.0;792.96;9.1821767;45.44914
100005.0;0.0;789.7600000000001;9.1821733;45.4491533
